nom_annonce;url_annonce;prix;annee;kilometrage;puissance_cv;carburant;boite_vitesse;code_postal;age_voiture
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-equilibre-optimum-charge-b-13800-istres-023812;25499;2023;21464;4;Electrique;Automatique;13;3
Dacia Sandero;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-expression-24-59640-dunkerque-601127;16999;2024;5941;5;Essence;Manuelle;59;2
Renault Mégane;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-megane-e-tech-electric-ev40-130ch-techno-standard-charge-02500-hirson-250538;18799;2022;43867;4;Electrique;Automatique;2;4
Ford Puma;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-titanium-59552-lambres-lez-douai-4221095;18799;2023;42834;6;E85;Manuelle;59;3
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-expression-24-51100-reims-448082;17499;2025;13148;5;Essence;Manuelle;51;1
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-confort-57200-sarreguemines-008442;14499;2021;21196;5;Essence;Manuelle;57;5
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-24-02000-laon-250671;20599;2024;13535;5;Hybride;Automatique;2;2
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-37540-saint-cyr-sur-loire-102889;14899;2024;13900;5;Essence;Manuelle;37;2
Dacia Duster;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-extreme-02500-hirson-250463;24990;2025;1217;5;Gpl;Manuelle;2;1
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-03110-charmeil-3000623;15499;2023;13317;5;Essence;Manuelle;3;3
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-gt-eat8-60740-saint-maximin-1020187;20499;2008;28488;7;Essence;Automatique;60;18
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-79000-niort-1242385;11499;2023;33772;4;Essence;Manuelle;79;3
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-24-01000-bourg-en-bresse-160360;20780;2024;29815;5;Hybride;Automatique;1;2
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-allure-37540-saint-cyr-sur-loire-103101;15999;2008;18200;5;Essence;Manuelle;37;18
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-pack-eat8-79000-niort-1242957;15999;2023;7277;5;Essence;Automatique;79;3
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-c-series-123g-86000-poitiers-12092892;14999;2023;24170;4;Essence;Manuelle;86;3
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-37500-chinon-500176;14999;2024;9059;5;Essence;Manuelle;37;2
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-5-places-02500-hirson-250424;17999;2023;39308;5;Gpl;Manuelle;2;3
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-23-62232-fouquieres-les-bethune-250582;21799;2024;21212;7;Essence;Automatique;62;2
Renault Arkana;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-6-e-tech-145ch-rs-line-21b-73490-la-ravoire-330697;20580;2021;63462;5;Hybride;Automatique;73;5
Dacia Duster;https://www.autosphere.fr/fiche4/auto-occasion-dacia-duster-1-5-blue-dci-115ch-confort-4x4-69400-arnas-915344;18990;2019;72770;6;Diesel;Manuelle;69;7
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-16430-champniers-128113;11999;2023;39465;4;Essence;Manuelle;16;3
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-13730-saint-victoret-46161;25499;2025;13532;5;Hybride;Automatique;13;1
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-25000-besancon-194934;14979;2023;17678;5;Essence;Manuelle;25;3
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-3-tce-140ch-techno-51100-reims-948168;18999;2023;58486;7;Essence;Manuelle;51;3
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-plug-in-160ch-initiale-paris-10000-troyes-025597;18999;2021;74535;5;Hybride;Automatique;10;5
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-60005-beauvais-2016963;16900;2024;17644;5;Essence;Manuelle;60;2
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-essential-62114-sains-en-gohelle-225290;11989;2023;60963;5;Gpl;Manuelle;62;3
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-rs-line-62218-loison-sous-lens-251195;22299;2022;23880;5;Hybride;Automatique;62;4
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-pack-37540-saint-cyr-sur-loire-103022;13999;2023;21385;5;Essence;Manuelle;37;3
Renault Arkana;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-6-e-tech-hybride-145ch-engineered-22-02300-chauny-250742;24799;2023;19513;5;Hybride;Automatique;2;3
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001400;12480;2023;15500;4;Essence;Manuelle;51;3
Peugeot 208;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-hybrid-100ch-allure-e-dcs6-59494-petite-foret-6218640;18990;2024;11459;5;Essence;Automatique;59;2
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-techno-24-59470-wormhout-250540;27999;2025;9001;5;Hybride;Automatique;59;1
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-130ch-evolution-er-super-charge-77100-nanteuil-les-meaux-037261;21499;2022;43522;4;Electrique;Automatique;77;4
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-38090-villefontaine-233491;15279;2023;18896;5;Essence;Manuelle;38;3
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-gt-e-dcs6-84000-avignon-59738;37799;2025;6;7;Essence;Automatique;84;1
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-13100-aix-en-provence-95776;38699;2025;10;7;Essence;Automatique;13;1
Dacia Duster;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-54800-jarny-025487;27999;2025;3839;5;Hybride;Automatique;54;1
Dacia Sandero;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-02300-chauny-250774;15299;2023;52094;5;Gpl;Manuelle;2;3
Mini Mini;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-se-184ch-essential-bva-13700-marignane-228700;21699;2023;18611;5;Electrique;Automatique;13;3
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-style-86100-chatellerault-1231988;16499;2023;24734;4;Electrique;Automatique;86;3
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-86000-poitiers-12092154;10499;2022;44594;4;Essence;Manuelle;86;4
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-13800-istres-023817;23999;2025;18776;5;Hybride;Automatique;13;1
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-25-73300-saint-jean-de-maurienne-250941;23299;2025;4940;5;Hybride;Automatique;73;1
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-13100-aix-en-provence-881561;14799;2024;22945;5;Essence;Manuelle;13;2
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-64200-bassussarry-49836;15999;2023;11927;5;Essence;Manuelle;64;3
Renault Arkana;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-esprit-alpine-25-02300-chauny-250650;31799;2025;2300;5;Hybride;Automatique;2;1
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid-225ch-gt-e-eat8-64300-orthez-71181;28499;2022;62272;10;Hybride;Automatique;64;4
Peugeot 2008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-e-2008-136ch-allure-pack-74600-seynod-159772;15900;2008;61452;4;Electrique;Automatique;74;18
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-blue-dci-100ch-business-21n-94000-creteil-100090;12999;2022;88286;5;Diesel;Manuelle;94;4
Renault Zoé;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-evolution-charge-normale-r110-my22-93320-les-pavillons-sous-bois-p039945;12999;2022;59972;4;Electrique;Automatique;93;4
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-63200-riom-3000601;18499;2024;9490;5;Essence;Automatique;63;2
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-active-38000-grenoble-115912;12850;2021;43765;4;Electrique;Automatique;38;5
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-10000-troyes-025347;26799;2025;8383;5;Hybride;Automatique;10;1
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-3-tce-130ch-fap-intens-edc-01000-bourg-en-bresse-160476;15280;2019;45770;7;Essence;Automatique;1;7
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-57200-sarreguemines-008478;17299;2024;8980;5;Essence;Manuelle;57;2
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-you-16430-champniers-128051;9999;2021;31000;4;Essence;Manuelle;16;5
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-hybrid-225ch-gt-e-eat8-60740-saint-maximin-1019994;29499;2022;34067;10;Hybride;Automatique;60;4
Peugeot 2008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-5-bluehdi-130ch-s-s-allure-pack-eat8-125g-73000-chambery-331191;17990;2008;71946;7;Diesel;Automatique;73;18
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-hybrid-225ch-gt-pack-e-eat8-64140-billere-202626;29499;2021;46420;10;Hybride;Automatique;64;5
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-02000-laon-250872;25299;2025;18629;5;Hybride;Automatique;2;1
Dacia Sandero;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-extreme-24-62800-lievin-241057;17999;2025;1824;5;Essence;Manuelle;62;1
Citroen C5 Aircross;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c5-aircross-bluehdi-130ch-s-s-shine-eat8-38300-bourgoin-jallieu-128595;21979;2023;83000;7;Diesel;Automatique;38;3
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-100ch-s-s-style-63000-clermont-ferrand-1002255;22899;2008;10;5;Essence;Manuelle;63;18
Peugeot 208;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-208-e-208-136ch-style-74600-seynod-159628;12900;2021;71847;4;Electrique;Automatique;74;5
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-62231-coquelles-251052;15499;2023;20323;5;Essence;Manuelle;62;3
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-allure-e-dcs6-37540-saint-cyr-sur-loire-102708;33999;2025;500;7;Essence;Automatique;37;1
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-24-62220-carvin-251249;17499;2025;7846;5;Gpl;Manuelle;62;1
Renault Zoé;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-business-charge-normale-r110-achat-integral-21-02000-laon-250575;11499;2021;77107;4;Electrique;Automatique;2;5
Peugeot 208;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-208-e-208-136ch-gt-74600-seynod-159244;15280;2022;75510;4;Electrique;Automatique;74;4
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-shine-pack-e6-d-73203-albertville-211899;15379;2022;19382;5;Diesel;Manuelle;73;4
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-intense-4wd-2023-60200-compiegne-3014221;30499;2023;100;5;Hybride;Automatique;60;3
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-51100-reims-948029;14499;2024;64336;5;Essence;Manuelle;51;2
Citroen C4;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c4-bluehdi-130ch-s-s-shine-eat8-73000-chambery-330930;19477;2021;48794;7;Diesel;Automatique;73;5
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-evolution-59640-dunkerque-600984;24999;2025;17961;5;Hybride;Automatique;59;1
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-24-57000-metz-226859;19499;2024;67427;7;Essence;Automatique;57;2
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-evolution-23-62800-lievin-241155;19499;2023;63022;5;Hybride;Automatique;62;3
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-evolution-62220-carvin-250704;16999;2024;16092;5;Essence;Manuelle;62;2
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001625;12873;2023;17600;4;Essence;Manuelle;51;3
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-64000-pau-77461;37990;2025;100;7;Essence;Automatique;64;1
Renault Zoé;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-intens-charge-normale-r110-achat-integral-21b-74200-thonon-les-bains-049112;13999;2021;32802;4;Electrique;Automatique;74;5
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-techno-02600-villers-cotterets-250595;26499;2025;16500;5;Hybride;Automatique;2;1
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-0-eco-g-100ch-techno-70000-vesoul-24539;21980;2025;13536;5;Gpl;Manuelle;70;1
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-business-4wd-59400-cambrai-002842;26499;2023;42853;5;Hybride;Automatique;59;3
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001403;12480;2023;11900;4;Essence;Manuelle;51;3
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-sce-65ch-evolution-26000-valence-441784;14578;2023;19539;4;Essence;Manuelle;26;3
Renault Mégane;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-1-5-dci-110ch-energy-business-edc-26100-romans-sur-isere-120189;13478;2017;102435;5;Diesel;Automatique;26;9
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-59640-dunkerque-600979;17999;2025;11530;5;Essence;Manuelle;59;1
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-73203-albertville-211806;12479;2023;12556;4;Essence;Manuelle;73;3
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-plus-73203-albertville-211943;15980;2024;32408;5;Diesel;Manuelle;73;2
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-techno-10000-troyes-025664;22499;2024;44611;5;Hybride;Automatique;10;2
Dacia Sandero;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-24-25000-besancon-195352;16988;2025;11160;5;Gpl;Manuelle;25;1
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-5-bluehdi-100ch-s-s-gt-60740-saint-maximin-1019884;16999;2022;53803;5;Diesel;Manuelle;60;4
Ford Puma;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-titanium-92000-nanterre-24027;17499;2023;34431;6;E85;Manuelle;92;3
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-145ch-allure-e-dcs6-84000-avignon-59566;28499;2008;50;7;Essence;Automatique;84;18
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-59160-lomme-300212;17299;2024;14438;5;Essence;Manuelle;59;2
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-black-collection-4wd-2023-62000-arras-450946;32199;2023;5;5;Hybride;Automatique;62;3
Ford Puma;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-titanium-59494-petite-foret-6218462;18990;2023;28529;6;E85;Manuelle;59;3
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-7-places-74200-thonon-les-bains-049113;19499;2023;26577;5;Gpl;Manuelle;74;3
Renault Arkana;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-6-e-tech-145ch-rs-line-21b-38200-vienne-100791;20285;2021;44641;5;Hybride;Automatique;38;5
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-86100-chatellerault-1231707;17499;2024;12122;5;Essence;Automatique;86;2
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-sce-65ch-evolution-62000-arras-451138;12899;2022;46305;4;Essence;Manuelle;62;4
Dacia Duster;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-3-tce-130ch-fap-journey-4x2-02200-soissons-250649;18999;2022;61834;7;Essence;Manuelle;2;4
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-active-86000-poitiers-12092802;14499;2022;50844;4;Electrique;Automatique;86;4
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-7-places-24-57155-marly-226732;19999;2024;25856;5;Gpl;Manuelle;57;2
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-51100-reims-948317;16799;2024;43633;5;Diesel;Manuelle;51;2
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-evolution-02300-chauny-250845;16999;2023;24064;5;Essence;Manuelle;2;3
Dacia Jogger;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-7-places-59223-roncq-510165;19499;2022;24110;5;Gpl;Manuelle;59;4
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001371;11980;2023;32200;4;Essence;Manuelle;51;3
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-5-dci-90ch-energy-business-82g-5p-69200-venissieux-617796;11990;2017;81086;4;Diesel;Manuelle;69;9
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-techno-62800-lievin-241226;23699;2024;25162;5;Hybride;Automatique;62;2
Peugeot 208;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-eat8-38300-bourgoin-jallieu-10103;15490;2023;62500;5;Essence;Automatique;38;3
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-57200-sarreguemines-008479;17299;2024;4632;5;Essence;Manuelle;57;2
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-110ch-stepway-extreme-24-62218-loison-sous-lens-251030;18799;2025;13861;6;Essence;Manuelle;62;1
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-08000-charleville-mezieres-636;12480;2023;18200;4;Essence;Manuelle;8;3
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-evolution-44400-reze-110359;20499;2023;41504;5;Hybride;Automatique;44;3
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-51120-sezanne-250735;26499;2023;39124;4;Electrique;Automatique;51;3
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-sce-65ch-business-21n-59190-hazebrouck-350626;14290;2022;29225;4;Essence;Manuelle;59;4
